report_id,terminal_outcome,terminal_stage,failure_code
ias-2acb4a56e14add5d7717,awaiting_review,,
ias-86858bdcb370266f26c2,failed,,validation_failed
ias-979a63a1633a7f2ccc51,awaiting_review,,
ias-b638414df0b1fccea1cd,failed,,validation_failed
