stage,outcome,failure_code
publication_preflight,succeeded,
publication_preflight,succeeded,
publication_preflight,succeeded,
publication_preflight,succeeded,
publication_preflight,succeeded,
publication_preflight,succeeded,
publication_preflight,succeeded,
publication_preflight,succeeded,
publication_preflight,succeeded,
